"sample","chrom","start","observed","expected","log2fc","padj","arm","high_cn","cov_frac"
"DO1006","chr4",44000001,10,1.70408858359053,2.25213521495927,0.00844053081189409,"positive",FALSE,NA
"DO1006","chr4",56000001,17,3.47738706577765,2.13746204979672,0.000214236250655172,"positive",FALSE,NA
"DO1006","chr5",12000001,15,4.51141697866623,1.62897772711428,0.0357059233979074,"positive",FALSE,NA
"DO1006","chr8",111000001,20,7.34661059613447,1.38548239928976,0.0392223169916535,"positive",FALSE,NA
"DO1006","chr12",34000001,14,2.84148713367351,2.11749067599696,0.00171861668708799,"positive",FALSE,NA
"DO1006","chr14",107000001,6,0.04081761846514,3.58722566130064,1.56985931450414e-08,"positive",FALSE,NA
"DO1007","chr2",67000001,17,1.22998200234886,3.3385259879021,1.07334451524557e-10,"positive",FALSE,NA
"DO1009","chr3",64000001,9,0.327556687715484,3.52099746827228,1.96411532974454e-07,"positive",FALSE,NA
"DO1009","chr3",167000001,13,2.42733252942657,2.20530086461436,0.00163079744865706,"positive",FALSE,NA
"DO1009","chr3",191000001,7,0.961658131834079,2.35928467773944,0.0318325381099267,"positive",FALSE,NA
"DO1009","chr7",38000001,6,0.701645310775476,2.43542859904561,0.0418392827680542,"positive",FALSE,NA
"DO1009","chr9",9000001,8,1.15290316762985,2.36246063184828,0.0162129915956298,"positive",FALSE,NA
"DO1009","chr9",18000001,6,0.54705487988059,2.63410265709814,0.0142176877313885,"positive",FALSE,NA
"DO1009","chr10",60000001,13,0.967183389092813,3.20183829168458,1.00464105571591e-07,"positive",FALSE,NA
"DO1009","chr10",82000001,7,0.698025656047369,2.64623179144177,0.0063804074538035,"positive",FALSE,NA
"DO1009","chr17",35000001,8,0.394120359755582,3.248921886905,1.65713114010086e-05,"positive",FALSE,NA
"DO1009","chr17",49000001,14,2.35404076147082,2.34497505556552,0.000257878292393387,"positive",FALSE,NA
"DO1009","chr17",74000001,12,1.05502891924964,3.00691477902008,2.75230825206512e-06,"positive",FALSE,NA
"DO1009","chr18",44000001,18,0.66301115433285,3.99158843199622,2.85474588090709e-16,"positive",FALSE,NA
"DO1010","chr3",188000001,25,3.42765943069623,2.69875550370053,1.88797716662747e-10,"positive",FALSE,NA
"DO1010","chr5",156000001,12,2.70771710755343,1.96230927539021,0.0159285733390116,"positive",FALSE,NA
"DO1010","chr8",17000001,14,1.03438924190083,3.24031648482491,1.75140215461256e-08,"positive",FALSE,NA
"DO1010","chr10",54000001,11,2.31272368737433,2.03159412200889,0.0175436861043389,"positive",FALSE,NA
"DO1010","chr11",4000001,12,2.37166632075788,2.12196806782659,0.00562795745791873,"positive",FALSE,NA
"DO1010","chr11",92000001,12,2.73555260260077,1.94984405748045,0.017156322503492,"positive",FALSE,NA
"DO1010","chr11",132000001,15,4.68180029181096,1.58074289571139,0.0486520175056935,"positive",FALSE,NA
"DO1010","chr14",51000001,12,2.07975791310914,2.27662050162376,0.00186193739583886,"positive",FALSE,NA
"DO1010","chr14",103000001,14,1.02612934383659,3.24810375523312,1.58973965611129e-08,"positive",FALSE,NA
"DO1010","chr19",15000001,15,3.86705519360664,1.82753554546074,0.00920401825296473,"positive",FALSE,NA
"DO1010","chrX",290001,10,1.53554062281135,2.36690540948375,0.00404246027674259,"positive",FALSE,NA
"DO1010","chrX",8000001,12,3.04393026755852,1.81850597291262,0.0381233856997562,"positive",FALSE,NA
"DO1010","chrX",79000001,14,3.38022835290753,1.90183943706745,0.00877138601416195,"positive",FALSE,NA
"DO1010","chrX",141000001,14,3.07827961396592,2.0187148682407,0.00371443787213777,"positive",FALSE,NA
"DO1011","chr3",155000001,11,2.51097180354368,1.93333275814991,0.0313817765520437,"positive",FALSE,NA
"DO1011","chr12",108000001,10,1.87786043363258,2.14265338289078,0.0160634002523978,"positive",FALSE,NA
"DO1012","chr2",86000001,15,3.21817263732732,2.05960255324572,0.00150967919531678,"positive",FALSE,NA
"DO1012","chr7",145000001,13,2.94790095688933,1.96916916945829,0.00917900054383641,"positive",FALSE,NA
"DO1012","chr10",30000001,13,3.48868596697111,1.75897395901607,0.03502952792967,"positive",FALSE,NA
"DO1012","chr11",78000001,31,14.1853083285674,1.10097827221602,0.0397745604988534,"positive",TRUE,0.168335
"DO1012","chr13",44000001,11,2.16298400605341,2.11051819234391,0.0109602197323105,"positive",FALSE,NA
"DO1012","chr15",97000001,20,5.11489434979625,1.86829312757707,0.000538885528863038,"positive",FALSE,NA
"DO1012","chr22",29000001,13,2.93300720717623,1.97541461610439,0.00878557966211377,"positive",FALSE,NA
"DO1013","chr1",40000001,13,1.31108876530065,2.89803024459945,2.9214208879815e-06,"positive",FALSE,NA
"DO1013","chr8",39000001,23,1.31279830818528,3.69637043181757,3.51982961219963e-17,"positive",FALSE,NA
"DO1013","chr14",31000001,15,1.67690988748391,2.83191462154279,7.34984683635945e-07,"positive",FALSE,NA
"DO1013","chr14",34000001,11,1.71160312105596,2.37846944329475,0.00179510978790991,"positive",FALSE,NA
"DO1015","chr5",55000001,22,5.61335055183398,1.87988979981548,0.000170535630603414,"positive",TRUE,0.02307
"DO1015","chr5",146000001,12,2.37747387117103,2.1190533617137,0.00575177302245049,"positive",FALSE,NA
"DO1015","chr7",159000001,2,0.00782355099674082,2.29952888632469,0.0173343395183104,"positive",FALSE,NA
"DO1015","chr10",115000001,15,1.09455641729153,3.28104116763721,2.97440842740026e-09,"positive",FALSE,NA
"DO1015","chr10",117000001,9,0.93063176790149,2.73127513067717,0.000672342157027534,"positive",FALSE,NA
"DO1015","chr17",21000001,12,2.52430887291305,2.04725070012841,0.00930287733893392,"positive",FALSE,NA
"DO1015","chr19",24000001,15,3.33232217640807,2.01597745944636,0.00212744917097867,"positive",FALSE,NA
"DO1015","chr19",28000001,17,2.76025011451233,2.4243003699349,1.10360978374582e-05,"positive",FALSE,NA
"DO1015","chr19",29000001,14,3.16926454596287,1.98249007162861,0.00487705797155243,"positive",FALSE,NA
"DO1015","chr19",35000001,8,1.04532298135392,2.45955444007883,0.00940932588631202,"positive",FALSE,NA
"DO1015","chr22",44000001,17,2.74814774233133,2.42966576179837,1.04123330095626e-05,"positive",FALSE,NA
"DO1015","chrX",26000001,9,1.76520233254296,2.06828759292077,0.0432583312724487,"positive",FALSE,NA
"DO1016","chr1",58000001,46,3.16409225405182,3.66570298322243,1.82548684357731e-32,"positive",FALSE,NA
"DO1016","chr2",45000001,12,2.99820706259515,1.83724050333449,0.0339721755363387,"positive",FALSE,NA
"DO1016","chr2",145000001,57,3.12288703967911,3.9883502271668,6.39717322679684e-46,"positive",FALSE,NA
"DO1016","chr2",203000001,21,2.6086802769504,2.78996250938928,2.55769323430395e-09,"positive",FALSE,NA
"DO1016","chr3",72000001,15,1.39436606094688,3.03248117108854,7.24312481051085e-08,"positive",FALSE,NA
"DO1016","chr5",67000001,32,2.47485637246401,3.44954779695609,1.18765214992624e-20,"positive",FALSE,NA
"DO1016","chr6",109000001,29,2.5898920870417,3.25508659576564,5.28547649971702e-17,"positive",FALSE,NA
"DO1016","chr8",108000001,18,4.73761496197968,1.82054336032383,0.0023267856749157,"positive",FALSE,NA
"DO1016","chr8",128000001,33,3.10042088901991,3.21792362306706,6.92080414464508e-19,"positive",FALSE,NA
"DO1016","chr9",117000001,22,2.90282376990174,2.72512065935891,2.41231216625611e-09,"positive",FALSE,NA
"DO1016","chr11",70000001,29,3.03900108487057,3.05930084534463,2.99665850426291e-15,"positive",FALSE,NA
"DO1016","chr11",80000001,12,2.65657627123965,1.98549557892099,0.0139537751879071,"positive",FALSE,NA
"DO1016","chr12",65000001,18,2.96475994892651,2.41669796492308,5.25464379075291e-06,"positive",FALSE,NA
"DO1016","chr12",113000001,13,3.03512708506779,1.93312542243248,0.0115579746298842,"positive",FALSE,NA
"DO1016","chr15",61000001,19,4.44615002291808,1.97909621972528,0.000305937576199783,"positive",FALSE,NA
"DO1016","chr16",52000001,13,1.61521153740815,2.67408555101266,2.88819732220509e-05,"positive",FALSE,NA
"DO1016","chr17",37000001,86,49.1664171879555,0.800429454659545,0.00188851351310855,"positive",TRUE,0.739648
"DO1016","chr17",77000001,9,1.62166460409121,2.16273090255288,0.0258414680345078,"positive",FALSE,NA
"DO1016","chr19",42000001,37,3.09881447015105,3.38129696164038,5.75364031583932e-23,"positive",FALSE,NA
"DO1016","chr19",47000001,13,2.97732913667297,1.95690787445005,0.00987684279825673,"positive",FALSE,NA
"DO1017","chr1",185000001,13,1.07310361255129,3.10127380509645,3.14971607030761e-07,"positive",FALSE,NA
"DO1017","chr10",123000001,9,0.718954309801258,2.96228346316923,0.000102747981936877,"positive",FALSE,NA
"DO1017","chr10",124000001,7,0.470606947895959,2.94993150311253,0.000714740375206775,"positive",FALSE,NA
"DO1017","chr10",130000001,16,1.57867679388964,2.98872866327927,3.96710428758574e-08,"positive",FALSE,NA
"DO1017","chr14",107000001,2,0.00801938207979253,2.298972649673,0.0179626567769857,"positive",FALSE,NA
"DO1018","chr2",132000001,10,1.79662615124288,2.19280139133227,0.0120060102365261,"positive",FALSE,NA
"DO1018","chr3",73000001,44,2.98229534149026,3.67569486449832,2.95273850360428e-31,"positive",TRUE,0.100476
"DO1018","chr3",74000001,39,4.77849439906258,2.90365426419132,1.0240034610139e-18,"positive",TRUE,0.105218
"DO1018","chr3",77000001,14,3.44935935917772,1.87636234798879,0.0103582080577807,"positive",TRUE,0.02352
"DO1018","chr3",78000001,17,3.13990740730942,2.2653812656184,6.04314442835612e-05,"positive",TRUE,0.029234
"DO1018","chr4",54000001,11,2.12389282392412,2.13185316352137,0.00959235517970291,"positive",FALSE,NA
"DO1018","chr4",74000001,17,4.56868913811443,1.78767033055812,0.00493250597355575,"positive",FALSE,NA
"DO1018","chr4",88000001,26,3.07734488610261,2.88903124160205,2.39220121630178e-12,"positive",FALSE,NA
"DO1018","chr4",126000001,27,2.5428754519832,3.17592442945312,3.37342068445691e-15,"positive",FALSE,NA
"DO1018","chr4",128000001,10,2.11969100403187,2.00292076874138,0.0353914876970386,"positive",FALSE,NA
"DO1018","chr4",154000001,14,2.89465549440801,2.09471582470117,0.00205309870531019,"positive",FALSE,NA
"DO1018","chr4",157000001,16,4.3528033899552,1.76557570848002,0.00922786375773491,"positive",FALSE,NA
"DO1018","chr4",164000001,20,2.76836970771053,2.64898081877447,5.05446459949786e-08,"positive",FALSE,NA
"DO1018","chr6",158000001,34,1.20530935501625,4.33849097884019,1.39094035869169e-32,"positive",FALSE,NA
"DO1018","chr8",91000001,25,4.96412335672087,2.22243528804324,2.96623679392228e-07,"positive",TRUE,0.17577
"DO1018","chr10",24000001,33,2.49947905064099,3.48137723517643,1.25477643809713e-21,"positive",FALSE,NA
"DO1018","chr10",55000001,21,7.00684031410451,1.51805896046234,0.00973981383795115,"positive",TRUE,0.049109
"DO1018","chr11",66000001,19,6.7189806007685,1.43360709172893,0.0364429831183672,"positive",TRUE,0.398353
"DO1018","chr11",67000001,12,2.74999312939471,1.94341952154091,0.0177861052222176,"positive",FALSE,NA
"DO1018","chr12",17000001,10,2.11585886086212,2.0050327207147,0.03502952792967,"positive",FALSE,NA
"DO1018","chr12",24000001,10,2.03689629115769,2.04925287984152,0.0271726174679434,"positive",FALSE,NA
"DO1018","chr12",26000001,11,2.39745027981259,1.98877805123018,0.0226428537004666,"positive",FALSE,NA
"DO1018","chr12",66000001,30,5.07813579956271,2.45095428039801,1.43285891070974e-10,"positive",TRUE,0.249399
"DO1018","chr12",71000001,56,9.73375599659672,2.46491512682925,1.8890952829228e-20,"positive",TRUE,0.360188
"DO1018","chr12",72000001,23,3.13746655723966,2.69165486769143,1.49904574566766e-09,"positive",TRUE,0.099297
"DO1018","chr12",73000001,43,5.94493067961357,2.7547786545179,7.00513650343189e-19,"positive",TRUE,0.120075
"DO1018","chr13",49044001,18,1.45909982558468,3.23926245388016,1.25756004516543e-10,"positive",FALSE,NA
"DO1018","chr16",65000001,12,1.71144246026915,2.49886848466874,0.000328281337926977,"positive",FALSE,NA
"DO1018","chr17",7000001,20,1.10469698049828,3.67525110976605,4.80431173620259e-15,"positive",FALSE,NA
"DO1018","chr17",8000001,12,1.86963923318389,2.39918875770376,0.000724713707312965,"positive",FALSE,NA
"DO1018","chr19",37000001,14,2.28385592748913,2.38089644560593,0.000187306185626024,"positive",FALSE,NA
"DO1018","chr20",31000001,25,1.80710033522087,3.46634459413704,1.71761262133265e-16,"positive",FALSE,NA
"DO1018","chr21",18000001,13,1.75742675316914,2.580208324891,6.91769369135676e-05,"positive",FALSE,NA
"DO1018","chrX",31000001,13,3.10925918924505,1.90318475194253,0.014197867795497,"positive",FALSE,NA
"DO1018","chrX",32000001,30,3.28120031285534,3.01189305800549,2.46536149050429e-15,"positive",FALSE,NA
"DO1020","chr6",126000001,363,5.46448720731634,5.92941344538096,0,"positive",FALSE,NA
"DO1020","chr6",127000001,24,7.51367117207469,1.61224653176977,0.00128910577303958,"positive",FALSE,NA
"DO1020","chr6",130000001,165,8.10892522514242,4.26485427013087,8.99890311872608e-145,"positive",FALSE,NA
"DO1020","chr6",131000001,61,7.67743878754118,2.91086545032697,1.86609099712267e-29,"positive",FALSE,NA
"DO1020","chr6",132000001,93,8.84700037919157,3.3223910074417,7.15925351735326e-56,"positive",FALSE,NA
"DO1020","chr6",133000001,51,11.1181890564949,2.14818722093907,1.18489234170458e-14,"positive",FALSE,NA
"DO1020","chr6",134000001,32,7.8565398573765,1.95946211521399,1.8976812520038e-07,"positive",FALSE,NA
"DO1020","chr6",138000001,23,4.67771483460627,2.18227334144703,2.14986592138582e-06,"positive",FALSE,NA
"DO1020","chr12",10000001,22,5.78971998500264,1.8388573058134,0.000267805366111603,"positive",FALSE,NA
"DO1076","chr1",154000001,67,36.8781621636339,0.852691866804156,0.00542927429025215,"positive",FALSE,NA
"DO1076","chr2",148000001,28,11.972913672279,1.19216340121998,0.0298555004535398,"positive",FALSE,NA
"DO1076","chr3",49000001,44,23.3742727751516,0.898348547628506,0.0483321921265372,"positive",FALSE,NA
"DO1076","chr4",3000001,29,12.6487059508566,1.16579413291482,0.0296735548865978,"positive",FALSE,NA
"DO1076","chr4",143000001,29,12.0298292886511,1.23534819552853,0.0170549641731943,"positive",FALSE,NA
"DO1076","chr5",44000001,49,24.7677684925845,0.970130266007969,0.0117240587638277,"positive",FALSE,NA
"DO1076","chr5",86000001,80,24.4603510097083,1.6893505607096,2.87596456874513e-15,"positive",FALSE,NA
"DO1076","chr5",118000001,52,23.7516684193285,1.11423342032466,0.000540681017620894,"positive",FALSE,NA
"DO1076","chr7",2000001,40,12.5306683448525,1.63601082615749,1.03477516217677e-06,"positive",FALSE,NA
"DO1076","chr7",31000001,41,12.3255005610153,1.69409620319628,2.16324662101415e-07,"positive",FALSE,NA
"DO1076","chr7",40000001,28,11.7467112172952,1.2185675453576,0.0245748279754199,"positive",FALSE,NA
"DO1076","chr7",46000001,29,11.9333190462941,1.24650348250486,0.015884568897128,"positive",FALSE,NA
"DO1076","chr7",47000001,27,11.7650920800246,1.16487355368624,0.0465557481731253,"positive",FALSE,NA
"DO1076","chr7",56000001,28,11.9219533656194,1.19806986252212,0.0283995452714108,"positive",FALSE,NA
"DO1076","chr7",57000001,22,8.58125144277148,1.30896197437796,0.0417420760875287,"positive",FALSE,NA
"DO1076","chr7",74000001,2,16.7482917129136,-2.78645348308797,0.00943542646609407,"negative",FALSE,NA
"DO1076","chr7",99000001,56,25.0824796295262,1.14309476062476,0.000149470870461293,"positive",FALSE,NA
"DO1076","chr8",117000001,55,24.0415154877685,1.1772634304008,7.86068877729355e-05,"positive",FALSE,NA
"DO1076","chr9",10001,28,11.1494690578217,1.2906977159088,0.0103689562902349,"positive",FALSE,NA
"DO1076","chr9",39000001,1,15.9079003063703,-3.4513562253761,0.00329315770183287,"negative",FALSE,NA
"DO1076","chr9",40024001,0,12.0075335776225,-4.6447254202705,0.00994501883477466,"negative",FALSE,NA
"DO1076","chr10",37000001,134,22.6388932519099,2.53921440660182,1.27690788570508e-52,"positive",FALSE,NA
"DO1076","chr10",117000001,44,23.3225834060753,0.901475463387593,0.0472414646704071,"positive",FALSE,NA
"DO1076","chr12",122000001,51,23.1122087070558,1.12503943343672,0.000639419666400856,"positive",FALSE,NA
"DO1076","chr13",43004001,73,22.9790285294528,1.64637153335519,3.23288984849784e-13,"positive",FALSE,NA
"DO1076","chr14",68000001,57,22.8113866919701,1.30252712944847,2.62218959433703e-06,"positive",FALSE,NA
"DO1076","chr14",96000001,47,23.954542787363,0.957825021761961,0.014284990411864,"positive",FALSE,NA
"DO1076","chr15",71000001,69,23.8362958530467,1.51390338090663,1.43285891070974e-10,"positive",FALSE,NA
"DO1076","chr16",2000001,49,25.2045535672404,0.945404569393498,0.0139141738035111,"positive",FALSE,NA
"DO1076","chr16",28000001,48,21.5004093388166,1.14045438056861,0.000747317926506783,"positive",FALSE,NA
"DO1076","chr17",78000001,49,25.0664058102441,0.953179168062136,0.0130623581574669,"positive",FALSE,NA
"DO1076","chr19",3000001,49,26.0011656267378,0.901372708651094,0.0249363612268503,"positive",FALSE,NA
"DO1076","chr19",4000001,50,25.1192633001702,0.979054397293077,0.00661858677922481,"positive",FALSE,NA
"DO1076","chr20",33000001,53,24.3986393336122,1.10347198778617,0.000487123396570925,"positive",FALSE,NA
"DO1076","chr20",37000001,49,25.1052461285692,0.95098909823746,0.01327463070447,"positive",FALSE,NA
"DO1076","chrX",19000001,53,25.6551901219627,1.03244163451581,0.00211286809477215,"positive",FALSE,NA
"DO1076","chrX",89000001,1,20.4166690681806,-3.80161871814919,7.41756341258991e-05,"negative",FALSE,NA
"DO217786","chr1",38000001,11,0.803801905900082,3.14083726676815,2.05991347166442e-06,"positive",FALSE,NA
"DO217787","chr4",169000001,11,0.680028118937132,3.2847407180226,3.99145569300331e-07,"positive",FALSE,NA
"DO217787","chr19",5000001,13,0.612490817318699,3.6010940742763,4.93500029272877e-10,"positive",FALSE,NA
"DO217787","chr19",12000001,25,1.38795756615258,3.75559900300755,4.64290039815338e-19,"positive",FALSE,NA
"DO217788","chr7",16000001,9,1.18828503944702,2.49236901326081,0.00369590669936038,"positive",FALSE,NA
"DO217788","chr7",37000001,9,1.37071438386591,2.34433820523078,0.00930287733893392,"positive",FALSE,NA
"DO217788","chr7",39000001,13,1.34196492968567,2.87364190883966,3.75878121289459e-06,"positive",FALSE,NA
"DO217788","chr12",129000001,11,1.96820458986069,2.22009997139783,0.00542611681503689,"positive",FALSE,NA
"DO217788","chr14",85000001,9,1.4779357003342,2.26393198639448,0.0147952145831561,"positive",FALSE,NA
"DO217800","chr17",21000001,23,0.374584582981405,4.74791902948856,6.80419577081143e-29,"positive",FALSE,NA
"DO217826","chr11",8000001,7,0.857078023113187,2.46638692693534,0.0179626567769857,"positive",FALSE,NA
"DO217844","chr2",25000001,29,11.1461562116874,1.34086107936849,0.00470148452941339,"positive",FALSE,NA
"DO217844","chr8",11000001,29,11.9777752321391,1.24135422762062,0.0162975907147241,"positive",FALSE,NA
"DO217844","chr9",73000001,45,12.0527486417932,1.85786324346992,8.96703328036552e-10,"positive",FALSE,NA
"DO217844","chr10",77000001,35,12.5256292145888,1.44646595976487,0.000184431964680833,"positive",FALSE,NA
"DO217844","chr10",94000001,31,10.9593879123257,1.4588218420601,0.000594044151418203,"positive",FALSE,NA
"DO217844","chr10",100000001,29,11.4301724399711,1.3061000584243,0.00675878972188564,"positive",FALSE,NA
"DO217844","chr14",34000001,35,16.3493486270013,1.0751262047686,0.0268561712365221,"positive",FALSE,NA
"DO217844","chr14",106000001,12,2.98438481686962,1.84295222521466,0.0328842472561,"positive",FALSE,NA
"DO217844","chr14",107000001,5,0.175957262669074,3.02442767838476,0.0012104062706134,"positive",FALSE,NA
"DO217844","chr16",47000001,18,5.84682036965693,1.543419354184,0.0220937726717161,"positive",FALSE,NA
"DO217844","chr16",53000001,22,5.65396171266064,1.87033762846687,0.000189260036881766,"positive",FALSE,NA
"DO217844","chr16",60000001,20,6.57004139915431,1.53583334175035,0.0117899860459824,"positive",FALSE,NA
"DO217844","chr16",69000001,21,5.49415820131815,1.84270759389945,0.000424734005944777,"positive",FALSE,NA
"DO217844","chr22",38000001,19,5.35005973334895,1.73695086312922,0.0031240626176519,"positive",FALSE,NA
"DO217865","chr2",242000001,6,0.604061215591731,2.55761955238171,0.0217719494732129,"positive",FALSE,NA
"DO217865","chr15",99000001,14,1.14694599631385,3.13818774554451,6.49898603948234e-08,"positive",FALSE,NA
"DO217887","chr2",213000001,7,0.781188250447682,2.54940812302533,0.0113846479828606,"positive",FALSE,NA
"DO217887","chr10",53000001,7,0.881444859962917,2.44071261713213,0.0206849953219375,"positive",FALSE,NA
"DO217887","chr12",57000001,10,2.14244796577311,1.99044235997315,0.0380873690510865,"positive",FALSE,NA
"DO217887","chr20",48000001,13,3.45030941506029,1.77292184277489,0.0320523290989981,"positive",FALSE,NA
"DO217887","chrX",120000001,18,1.23445327337252,3.41497239106507,7.92832775462301e-12,"positive",FALSE,NA
"DO217907","chr1",238000001,10,1.99017770191507,2.07606872445167,0.0235576069146385,"positive",FALSE,NA
"DO217907","chr2",240000001,13,2.68303113632406,2.08448623271693,0.00405386123896619,"positive",FALSE,NA
"DO217907","chr3",93518001,6,0.715605420577324,2.41876470494795,0.0452152876257903,"positive",FALSE,NA
"DO217907","chr3",116000001,14,3.92271808815066,1.71304770988604,0.030692271257571,"positive",FALSE,NA
"DO217907","chr4",189000001,14,3.09916933492322,2.01031701486911,0.0039557291161229,"positive",FALSE,NA
"DO217907","chr6",133000001,10,2.06459004864448,2.0335891942391,0.0299235879421107,"positive",FALSE,NA
"DO217907","chr6",140000001,12,1.67049006075486,2.52583537364903,0.000263186921722781,"positive",FALSE,NA
"DO217907","chr7",149000001,19,3.76028149653905,2.19445345971543,3.11069717043416e-05,"positive",FALSE,NA
"DO217907","chr8",10000001,13,3.15903103833798,1.88342584853447,0.0159577441359274,"positive",FALSE,NA
"DO217907","chr8",14000001,16,2.61092636605077,2.40704987189555,3.02254359744795e-05,"positive",FALSE,NA
"DO217907","chr8",22000001,18,0.558251565501208,4.12777074275182,1.65432318399705e-17,"positive",FALSE,NA
"DO217907","chr9",33000001,10,0.874763399068481,2.93313407495017,4.88662606869523e-05,"positive",FALSE,NA
"DO217907","chr10",81000001,16,1.70825302840932,2.90148862934533,1.18756060870097e-07,"positive",FALSE,NA
"DO217907","chr10",96000001,14,2.7267441978092,2.16790178333304,0.0011523154708496,"positive",FALSE,NA
"DO217907","chr11",56000001,13,1.59414728890413,2.68852458639967,2.50711999793214e-05,"positive",FALSE,NA
"DO217907","chr11",80000001,19,1.25763850169564,3.47176384089501,7.49240355954373e-13,"positive",FALSE,NA
"DO217907","chr12",20000001,24,3.84596039627266,2.49503481648082,1.14624191620835e-08,"positive",FALSE,NA
"DO217907","chr13",114000001,5,0.168185706721064,3.04111059146715,0.000993339653928261,"positive",FALSE,NA
"DO217907","chr18",69000001,14,3.41062149007843,1.89058309107237,0.00940932588631202,"positive",FALSE,NA
"DO217907","chr20",55000001,16,2.03935694397997,2.69993091810467,1.22586927809359e-06,"positive",FALSE,NA
"DO217907","chr21",25000001,24,3.36192766374969,2.66538870212777,8.64954529242958e-10,"positive",FALSE,NA
"DO217907","chr22",19000001,13,1.88657154675986,2.49994791473274,0.00014481734303734,"positive",FALSE,NA
"DO217931","chr2",4000001,12,1.9639321665583,2.34289365140305,0.00114051395116546,"positive",FALSE,NA
"DO217931","chr2",40000001,23,1.30210417017429,3.70490644349502,3.00284200396135e-17,"positive",FALSE,NA
"DO217931","chr2",41000001,14,1.36286210382144,2.96046011070095,4.98338649045715e-07,"positive",FALSE,NA
"DO217931","chr2",125000001,13,2.08444655649871,2.38503213291155,0.000387857702170218,"positive",FALSE,NA
"DO217931","chr2",193000001,14,1.40259873642984,2.93000966998669,7.05003362185178e-07,"positive",FALSE,NA
"DO217931","chr4",18000001,8,1.35486239996694,2.19615067448426,0.0394658043413996,"positive",FALSE,NA
"DO217931","chr6",3000001,10,1.51713891530272,2.38000698061409,0.00370755496150551,"positive",FALSE,NA
"DO217931","chr7",111000001,10,1.94359345661648,2.10331314044963,0.0201372251224557,"positive",FALSE,NA
"DO217931","chr7",136000001,25,2.53932549815202,3.06867415265815,2.994761208435e-13,"positive",FALSE,NA
"DO217931","chr8",98000001,13,2.81320960686472,2.02665802521041,0.00611434422609623,"positive",FALSE,NA
"DO217931","chr8",115000001,18,3.69143866245003,2.14200784844966,0.000107206606637538,"positive",FALSE,NA
"DO217931","chr10",38000001,10,1.10368771110989,2.7109241921438,0.000327802437890804,"positive",FALSE,NA
"DO217931","chr12",82000001,11,1.38068987643878,2.61229998630851,0.000300913635075004,"positive",FALSE,NA
"DO217931","chr12",91000001,12,1.41480160387763,2.70666127017254,5.43514664567613e-05,"positive",FALSE,NA
